visitID,hubID,name,address,open,close,service_time,demand:weight:kg,demand:volume:m3,longitude,latitude,tag
DSJN4725,2,Store - Ashley,"50435 Baker Parkway Apt. 395
Debraberg, HI 29255",7:00:00,18:00:00,30,100,10,106.959605,-6.464194,default
KJDK3615,2,Store - Edwin,"883 Christian Glens
Kayleeburgh, IN 50431",7:00:00,18:00:00,30,100,10,106.972113,-6.511544,
EDKK2496,2,Store - Michelle,"USS Young
FPO AP 35441",7:00:00,18:00:00,30,100,10,106.989022,-6.481214,default
LDIO1596,2,Store - Michael,"6270 Allen Square Suite 825
East Steventown, ND 76062",7:00:00,18:00:00,30,100,10,106.990862,-6.453434,default
KDNN3606,2,Store - Kenneth,"25382 Dixon Falls
Watkinsmouth, WY 85911",7:00:00,18:00:00,30,100,10,107.03057,-6.386782,
DSJN4726,2,Store - Micheal,"267 Donaldson Island Apt. 268
Lake Joyce, KS 03762",7:00:00,18:00:00,30,100,10,107.023556,-6.465026,default
KJDK3616,2,Store - Ronald,"6231 Jones Ferry Apt. 221
Lake Karenland, NJ 87580",7:00:00,18:00:00,30,100,10,107.015205,-6.4629,default
EDKK2497,2,Store - Carmen,"Unit 8871 Box 3429
DPO AE 18806",7:00:00,18:00:00,30,100,10,107.004696,-6.454916,
LDIO1597,2,Store - Kurt,"421 Thomas Hill Suite 945
South Debraland, CA 16645",7:00:00,18:00:00,30,100,10,107.013195,-6.40196,default
KDNN3607,2,Store - Mary,"0349 Matthew Point
Crawfordview, DE 98513",7:00:00,18:00:00,30,100,10,107.055311,-6.450961,default
DSJN4727,2,Store - Richard,"PSC 9487, Box 2969
APO AP 28991",7:00:00,18:00:00,30,100,10,106.984494,-6.327411,
KJDK3617,2,Store - Mr.,"8399 Rodgers Bridge
Sextonton, SD 00598",7:00:00,18:00:00,30,100,10,106.855919,-6.507187,default
DSJN4355,3,Store - Melinda,"78921 Anthony Plains Suite 831
Johntown, RI 47479",7:00:00,18:00:00,30,100,10,106.964537,-6.330955,
EDKK2126,3,Store - Stefanie,"20698 Lyons Loop
North Hollyview, NM 51321",7:00:00,18:00:00,30,100,10,107.027272,-6.31381,default
KDNN3236,3,Store - Barbara,"611 Harris Field
Hartchester, MN 06257",7:00:00,18:00:00,30,100,10,106.880027,-6.433924,default
DSJN4359,3,Store - Andrew,"12405 Powell Dale Apt. 096
West Glenn, MS 90445",7:00:00,18:00:00,30,100,10,106.976624,-6.374446,default
KDNN3242,3,Store - Bradley,"USS Walker
FPO AA 16948",7:00:00,18:00:00,30,100,10,106.9349,-6.506162,default
KJDK3272,3,Store - Ann,"74017 Hill Heights
South Mark, MD 94438",7:00:00,18:00:00,30,100,10,107.036022,-6.415924,default
KDNN3265,3,Store - Anthony,"0489 Owens Manor
South Jennifertown, MO 31322",7:00:00,18:00:00,30,100,10,107.048802,-6.336971,default
LDIO1257,3,Store - Justin,"4193 Erickson Mountains Apt. 630
West Carlside, ND 06024",7:00:00,18:00:00,30,100,10,106.975792,-6.315022,default
LDIO1261,3,Store - Joseph,"82723 Powell Junctions Apt. 936
Lopezhaven, DE 12731",7:00:00,18:00:00,30,100,10,106.89675,-6.492734,default
LDIO1270,3,Store - Charles,"6960 Underwood Corners
South Cindyberg, GA 13371",7:00:00,18:00:00,30,100,10,106.888687,-6.317175,default
LDIO1290,3,Store - Michael,"44133 Alex Coves
Josephmouth, CT 31107",7:00:00,18:00:00,30,100,10,107.088355,-6.397156,default
KJDK3318,3,Store - Alexandra,"34860 Carlos Bypass
North Gary, NM 74382",7:00:00,18:00:00,30,100,10,106.865599,-6.297444,
KJDK3335,3,Store - Valerie,"USCGC Manning
FPO AP 10932",7:00:00,18:00:00,30,100,10,107.008946,-6.412624,default
EDKK2224,3,Store - Shawn,"80274 Nicole Cliffs
Nguyenbury, NJ 93841",7:00:00,18:00:00,30,100,10,107.052919,-6.461068,
KDNN3338,3,Store - April,"1187 Brown Cliffs Apt. 331
Garyfort, AZ 13436",7:00:00,18:00:00,30,100,10,106.876289,-6.390425,default
EDKK2239,3,Store - Nathan,"40185 Omar Street Suite 038
West Anthony, NJ 84223",7:00:00,18:00:00,30,100,10,106.984803,-6.424786,
LDIO1340,3,Store - Eric,"579 Jonathan Underpass Apt. 728
Jessicachester, IN 67609",7:00:00,18:00:00,30,100,10,106.871722,-6.392455,
EDKK2264,3,Store - Stacey,"2389 Kimberly Forge Apt. 341
Danielland, WI 33460",7:00:00,18:00:00,30,100,10,106.892471,-6.529498,default
KJDK3384,3,Store - Troy,"18338 Michael Streets
North Vincent, NC 16476",7:00:00,18:00:00,30,100,10,106.874873,-6.471596,
DSJN4499,3,Store - Christopher,"839 Kayla Lodge
West Kara, UT 71972",7:00:00,18:00:00,30,100,10,106.930433,-6.498904,
EDKK2298,3,Store - Virginia,"7074 Katelyn Forks Apt. 600
Port Shannon, CT 60813",7:00:00,18:00:00,30,100,10,106.959683,-6.491901,default
LDIO1404,3,Store - Jared,"049 Linda Circles Apt. 356
Meganberg, AR 40214",7:00:00,18:00:00,30,100,10,106.858856,-6.521433,default
KDNN3443,3,Store - Shane,"21033 Bryant Parkways Apt. 697
Wilsonhaven, MN 85240",7:00:00,18:00:00,30,100,10,106.888682,-6.296912,default
KJDK3454,3,Store - Amber,"7036 Douglas Crescent
South Hannahberg, AR 80852",7:00:00,18:00:00,30,100,10,106.930699,-6.490487,default
KDNN3449,3,Store - Melissa,"957 Jessica Lodge Apt. 026
Port Gregorytown, AK 53086",7:00:00,18:00:00,30,100,10,106.941105,-6.463497,default
DSJN4585,3,Store - Marisa,"974 Smith Via Apt. 660
South Aimee, FL 39538",7:00:00,18:00:00,30,100,10,107.041281,-6.341242,default
EDKK2362,3,Store - John,"899 Mcdonald Plains Apt. 312
Kristafurt, AK 74220",7:00:00,18:00:00,30,100,10,107.080967,-6.519203,
DSJN4595,3,Store - Jonathan,"69769 Christina Islands Suite 674
Kylefurt, AR 72127",7:00:00,18:00:00,30,100,10,107.039255,-6.311695,
EDKK2367,3,Store - Greg,"PSC 4630, Box 9964
APO AP 97818",7:00:00,18:00:00,30,100,10,106.859829,-6.466564,default
DSJN4599,3,Store - Cory,"3310 Simmons Brook
Tylershire, MD 07373",7:00:00,18:00:00,30,100,10,107.017624,-6.49548,default
DSJN4611,3,Store - Christopher,"333 Walker Drives Suite 078
New Morganburgh, WA 90360",7:00:00,18:00:00,30,100,10,106.880123,-6.335568,default
EDKK2385,3,Store - Tammy,"USS Hurley
FPO AP 24076",7:00:00,18:00:00,30,100,10,106.881914,-6.445614,default
LDIO1515,3,Store - Joseph,"249 Judy Lane
Michelleland, ME 40530",7:00:00,18:00:00,30,100,10,106.959974,-6.451263,default
KDNN3533,3,Store - Brittney,"03318 Martinez Lake
Maynardburgh, RI 16544",7:00:00,18:00:00,30,100,10,107.00946,-6.401752,default
LDIO1530,3,Store - Christopher,"985 Karen Inlet Suite 457
West Benjamin, FL 95316",7:00:00,18:00:00,30,100,10,106.86619,-6.52123,default
KDNN3540,3,Store - Blake,"85442 Julia Hollow
New Amanda, TN 99859",7:00:00,18:00:00,30,100,10,106.879557,-6.294531,
KJDK3551,3,Store - Ronald,"97103 Danielle Prairie Apt. 713
South Dustinview, AZ 70127",7:00:00,18:00:00,30,100,10,106.86318,-6.490342,default
KJDK3562,3,Store - Charlene,"28836 Jennifer Springs
Angelatown, KY 13861",7:00:00,18:00:00,30,100,10,107.064046,-6.374386,default
DSJN4673,3,Store - Christopher,"USS Berry
FPO AE 35839",7:00:00,18:00:00,30,100,10,106.902171,-6.429824,
EDKK2456,3,Store - Charles,"PSC 7386, Box 3118
APO AE 38334",7:00:00,18:00:00,30,100,10,106.896505,-6.337255,default
EDKK2459,3,Store - Kathy,"16928 Marissa Court
Nicolehaven, CO 10784",7:00:00,18:00:00,30,100,10,106.995405,-6.388246,default
DSJN4697,3,Store - David,"2998 Brent Circles Apt. 626
West Lauren, FL 38000",7:00:00,18:00:00,30,100,10,106.999816,-6.371272,
KJDK3592,3,Store - Frank,"35065 Diaz Rapids Apt. 994
New Caroline, PA 78607",7:00:00,18:00:00,30,100,10,106.957508,-6.379939,default
KJDK3243,4,Store - Tiffany,"327 Virginia Mountains Apt. 698
Sandramouth, RI 47156",7:00:00,18:00:00,30,100,10,106.962468,-6.437174,
DSJN4354,4,Store - Samuel,"0156 Jamie Manor Suite 791
Matthewshire, CA 69073",7:00:00,18:00:00,30,100,10,107.078241,-6.34924,default
KDNN3237,4,Store - Bonnie,"2047 Hendrix Knolls
South Ericmouth, MD 87484",7:00:00,18:00:00,30,100,10,107.020525,-6.41393,
KJDK3248,4,Store - Sonya,"69634 Morrow Brook
West Brandonhaven, MS 52205",7:00:00,18:00:00,30,100,10,107.002326,-6.310984,default
KDNN3240,4,Store - Paul,"623 Brown Forest Suite 002
Michaelstad, SC 81861",7:00:00,18:00:00,30,100,10,107.033506,-6.440707,
DSJN4364,4,Store - Makayla,"229 Stephanie Dale
Port Jim, CA 71157",7:00:00,18:00:00,30,100,10,106.922118,-6.475956,
KJDK3265,4,Store - Anthony,"06402 Tina Mews
Waynechester, NJ 81111",7:00:00,18:00:00,30,100,10,106.951052,-6.339314,default
DSJN4398,4,Store - Eric,"84397 Denise Square Apt. 629
Laurabury, PA 95507",7:00:00,18:00:00,30,100,10,106.956928,-6.463905,default
KDNN3293,4,Store - Jordan,"489 Scott Gardens Apt. 290
Davidbury, NM 69148",7:00:00,18:00:00,30,100,10,106.988355,-6.466807,default
EDKK2197,4,Store - Theresa,"74716 Smith Lights
Herrerafurt, MN 56670",7:00:00,18:00:00,30,100,10,106.870589,-6.481755,
KJDK3324,4,Store - Jacob,"Unit 4373 Box 8455
DPO AE 92924",7:00:00,18:00:00,30,100,10,107.051256,-6.295091,
DSJN4439,4,Store - Elizabeth,"46021 Brian Mountain
South Cathy, VA 46964",7:00:00,18:00:00,30,100,10,106.984862,-6.293798,
KJDK3334,4,Store - David,"56644 Blackburn Garden Apt. 628
Debrastad, CA 59565",7:00:00,18:00:00,30,100,10,107.032507,-6.503913,default
EDKK2220,4,Store - David,"8971 Jeffrey Trail Apt. 390
Murphyton, NV 20221",7:00:00,18:00:00,30,100,10,107.030562,-6.488769,default
KDNN3335,4,Store - Pedro,"Unit 4617 Box 7889
DPO AP 25206",7:00:00,18:00:00,30,100,10,106.880093,-6.478123,default
KJDK3350,4,Store - Joshua,"645 Stone Mountains Suite 518
New Gerald, AR 27578",7:00:00,18:00:00,30,100,10,106.937248,-6.504463,default
KDNN3354,4,Store - Carol,"0560 John Cape
Saraville, NE 73253",7:00:00,18:00:00,30,100,10,107.063925,-6.405397,
EDKK2265,4,Store - Jessica,"PSC 6224, Box 3697
APO AE 08186",7:00:00,18:00:00,30,100,10,106.90179,-6.50941,default
DSJN4507,4,Store - Darlene,"47045 Irwin Corner
Michaelmouth, NJ 18812",7:00:00,18:00:00,30,100,10,107.074556,-6.397477,default
KJDK3401,4,Store - Jason,"91877 Wood Crossing Apt. 659
Port Taylor, ME 87066",7:00:00,18:00:00,30,100,10,107.075766,-6.444237,default
EDKK2288,4,Store - Zachary,"Unit 5386 Box 5921
DPO AE 90675",7:00:00,18:00:00,30,100,10,106.881211,-6.378185,default
KJDK3410,4,Store - Amber,"8742 Anna Green Suite 556
Floydmouth, MD 36276",7:00:00,18:00:00,30,100,10,107.009426,-6.424258,default
LDIO1400,4,Store - Nicholas,"805 Harrington Mountains
South Bridget, LA 28995",7:00:00,18:00:00,30,100,10,106.886477,-6.288109,
EDKK2306,4,Store - Ronald,"45034 Arthur Drive Suite 677
New Mary, CT 07361",7:00:00,18:00:00,30,100,10,106.950464,-6.452399,default
KJDK3439,4,Store - Kayla,"2305 Taylor Locks
Wernerhaven, GA 17512",7:00:00,18:00:00,30,100,10,106.96934,-6.471739,default
EDKK2325,4,Store - Timothy,"6501 Daniel Field
Port Williammouth, WY 95116",7:00:00,18:00:00,30,100,10,106.975454,-6.335513,default
EDKK2330,4,Store - Joseph,"03855 Deleon Mills Suite 699
Oconnorfurt, NH 97239",7:00:00,18:00:00,30,100,10,107.039513,-6.336013,default
DSJN4564,4,Store - Joseph,"3616 Richard Place Apt. 315
North Kristenbury, WI 38298",7:00:00,18:00:00,30,100,10,106.873389,-6.525777,default
EDKK2342,4,Store - Raymond,"3928 Jordan Points Apt. 655
Port Melissaside, IL 04277",7:00:00,18:00:00,30,100,10,106.929911,-6.29898,default
EDKK2354,4,Store - Melissa,"1483 Alexander Cliffs Apt. 858
East David, DE 60951",7:00:00,18:00:00,30,100,10,106.944492,-6.487659,default
KDNN3488,4,Store - Bethany,"305 Wendy Station
West Williamchester, KY 05682",7:00:00,18:00:00,30,100,10,106.867775,-6.527333,default
LDIO1488,4,Store - Joshua,"846 Mark Locks
New Robertport, IL 12612",7:00:00,18:00:00,30,100,10,107.021092,-6.301855,default
KDNN3499,4,Store - Carolyn,"1751 Dillon Run Apt. 794
West Paigefort, MI 96169",7:00:00,18:00:00,30,100,10,106.868892,-6.386106,default
EDKK2391,4,Store - Robert,"9630 Andrea Centers Apt. 401
North Jacob, IN 27586",7:00:00,18:00:00,30,100,10,106.945641,-6.403249,default
EDKK2395,4,Store - Linda,"2443 Victoria Drive
Mcintyreville, NV 36955",7:00:00,18:00:00,30,100,10,107.024235,-6.381569,
KDNN3524,4,Store - Charles,"720 Preston Station
New Kellyhaven, KY 52759",7:00:00,18:00:00,30,100,10,106.857764,-6.327258,default
DSJN4648,4,Store - Rhonda,"507 Kelsey Shore Suite 290
South Jessicaville, IL 56141",7:00:00,18:00:00,30,100,10,106.87373,-6.323949,default
EDKK2430,4,Store - Tyler,"PSC 8921, Box 3871
APO AE 34391",7:00:00,18:00:00,30,100,10,106.992189,-6.478145,default
KJDK3555,4,Store - Charles,"05662 Snyder Hills Apt. 756
Mooreburgh, MO 56315",7:00:00,18:00:00,30,100,10,106.995238,-6.508163,
KJDK3564,4,Store - David,"41775 Brown Lane Apt. 689
Fowlerberg, GA 88816",7:00:00,18:00:00,30,100,10,106.90711,-6.360559,
LDIO1547,4,Store - Kristin,"7846 Clark Lake
South Sarahfurt, ND 31924",7:00:00,18:00:00,30,100,10,107.063348,-6.30442,
LDIO1575,4,Store - Elizabeth,"7190 Steven Course
New Jessicatown, FL 72392",7:00:00,18:00:00,30,100,10,106.925917,-6.495113,default
DSJN4705,4,Store - Richard,"807 Williams Mill Apt. 605
Port Melissabury, NV 08213",7:00:00,18:00:00,30,100,10,106.986823,-6.477064,default
EDKK2482,4,Store - Tina,"5018 Jason Center
Davisstad, NH 15709",7:00:00,18:00:00,30,100,10,106.92111,-6.420913,
EDKK2128,5,Store - Donald,"9782 Coleman Crossing Apt. 437East Evanstad, KS 47597",9:00:00,18:00:00,30,50,10,107.079954,-6.348698,
LDIO1235,5,Store - Danielle,"Unit 0195 Box 2462
DPO AA 62167",7:00:00,18:00:00,30,100,10,106.986038,-6.308767,
EDKK2136,5,Store - Terri,"0915 Bryan Hills
Kevinstad, NY 90837",7:00:00,18:00:00,30,100,10,107.083859,-6.383931,default
DSJN4373,5,Store - Melissa,"076 Christine Alley Apt. 427
North Phyllis, WV 51364",7:00:00,18:00:00,30,100,10,107.054831,-6.408049,
DSJN4402,5,Store - Teresa,"357 David Heights
Oliverberg, HI 02799",7:00:00,18:00:00,30,100,10,107.039806,-6.404267,default
LDIO1275,5,Store - Bryan,"7247 Henson Extension Apt. 979
Port Courtneyborough, ME 72898",7:00:00,18:00:00,30,100,10,106.875679,-6.406505,default
DSJN4437,5,Store - Tammy,"84752 Jesus Neck
Leachfurt, DC 50413",7:00:00,18:00:00,30,100,10,106.966094,-6.359209,default
DSJN4441,5,Store - Karl,"47100 Coleman Plaza Apt. 788
North Jeffreyside, WA 06035",7:00:00,18:00:00,30,100,10,107.011264,-6.456517,default
EDKK2214,5,Store - Tamara,"782 Robin Flats Suite 981
South Haley, AK 72070",7:00:00,18:00:00,30,100,10,106.932026,-6.425037,default
EDKK2244,5,Store - Jimmy,"38875 Fuller Flats
East Nathanfort, ID 29912",7:00:00,18:00:00,30,100,10,106.919419,-6.463637,default
LDIO1349,5,Store - Sean,"698 Cox Trafficway Apt. 638
Jensenview, NC 28450",7:00:00,18:00:00,30,100,10,106.873864,-6.477637,
KDNN3362,5,Store - Philip,"4819 Cory Oval
Lake Julie, NV 92018",7:00:00,18:00:00,30,100,10,106.992158,-6.302946,default
LDIO1353,5,Store - Erica,"5677 Hawkins Tunnel
North Jeffreytown, CT 97433",7:00:00,18:00:00,30,100,10,107.087135,-6.517133,default
KDNN3388,5,Store - Tara,"768 Rodriguez Meadow
Martinezmouth, TX 95115",7:00:00,18:00:00,30,100,10,107.078809,-6.5254,default
KDNN3416,5,Store - John,"188 Jared Loop
Oconnellstad, TN 14066",7:00:00,18:00:00,30,100,10,106.994439,-6.337973,default
KJDK3436,5,Store - Edward,"USS Ramirez
FPO AP 23499",7:00:00,18:00:00,30,100,10,107.043689,-6.520298,default
LDIO1427,5,Store - Mark,"04242 Erica Cape Suite 135
South Sandrahaven, MA 46010",7:00:00,18:00:00,30,100,10,106.868605,-6.294394,
EDKK2329,5,Store - Benjamin,"762 Cristina Spurs Suite 183
Scottberg, NV 70970",7:00:00,18:00:00,30,100,10,106.928841,-6.421199,
LDIO1431,5,Store - Ryan,"78915 Nathaniel Path Suite 477
Lake Shannon, WV 59210",7:00:00,18:00:00,30,100,10,107.017981,-6.416924,default
KDNN3453,5,Store - Donald,"285 Anthony Squares Suite 242
West Sonya, ME 47146",7:00:00,18:00:00,30,100,10,106.8604,-6.348307,
LDIO1454,5,Store - William,"USNV Hall
FPO AP 10274",7:00:00,18:00:00,30,100,10,107.061609,-6.405046,
DSJN4601,5,Store - Christopher,"Unit 9014 Box 4200
DPO AE 70674",7:00:00,18:00:00,30,100,10,106.9988,-6.468005,
KJDK3502,5,Store - Nicholas,"73189 Martin Isle
East Jennifer, AZ 45660",7:00:00,18:00:00,30,100,10,106.901278,-6.353562,default
DSJN4616,5,Store - Anna,"238 Lewis Falls Apt. 526
Mackenziebury, NC 73683",7:00:00,18:00:00,30,100,10,106.904932,-6.414279,
EDKK2388,5,Store - Rachel,"57620 Carla Turnpike Apt. 196
Lisahaven, OR 45785",7:00:00,18:00:00,30,100,10,107.076758,-6.429664,default
KJDK3509,5,Store - Jacob,"65729 Julie Village
West Andrea, CO 04374",7:00:00,18:00:00,30,100,10,107.027555,-6.392966,default
